train_sub\0119_3img2041_s001.JPG train_labels_sub\0119_3img2041_s001.png
train_sub\DJI_0309_s004.JPG train_labels_sub\DJI_0309_s004.png
train_sub\DJI_0306_s006.JPG train_labels_sub\DJI_0306_s006.png
train_sub\000101_s012.JPG train_labels_sub\000101_s012.png
train_sub\DJI_0119_s001.JPG train_labels_sub\DJI_0119_s001.png
train_sub\000141_s009.JPG train_labels_sub\000141_s009.png
train_sub\DJI_00539_s005.JPG train_labels_sub\DJI_00539_s005.png
train_sub\DJI_0421_s011.JPG train_labels_sub\DJI_0421_s011.png
train_sub\DJI_0300_s005.JPG train_labels_sub\DJI_0300_s005.png
train_sub\001501_s006.JPG train_labels_sub\001501_s006.png
train_sub\DJI_0285_s004.JPG train_labels_sub\DJI_0285_s004.png
train_sub\DJI_0400_heda_s008.JPG train_labels_sub\DJI_0400_heda_s008.png
train_sub\DJI_0409_heda_s006.JPG train_labels_sub\DJI_0409_heda_s006.png
train_sub\000301_s001.JPG train_labels_sub\000301_s001.png
train_sub\000341_s004.JPG train_labels_sub\000341_s004.png
train_sub\0119_4img1011_s002.JPG train_labels_sub\0119_4img1011_s002.png
train_sub\DJI_00555_s003.JPG train_labels_sub\DJI_00555_s003.png
train_sub\DJI_0385_s001.JPG train_labels_sub\DJI_0385_s001.png
train_sub\DJI_0431_heda_s007.JPG train_labels_sub\DJI_0431_heda_s007.png
train_sub\0119_5img1011_s004.JPG train_labels_sub\0119_5img1011_s004.png
train_sub\DJI_00586_s005.JPG train_labels_sub\DJI_00586_s005.png
train_sub\001501_s005.JPG train_labels_sub\001501_s005.png
train_sub\DJI_0394_s011.JPG train_labels_sub\DJI_0394_s011.png
train_sub\0119_3img3021_s012.JPG train_labels_sub\0119_3img3021_s012.png
train_sub\001521_s001.JPG train_labels_sub\001521_s001.png
train_sub\DJI_00529_s010.JPG train_labels_sub\DJI_00529_s010.png
train_sub\DJI_0418_s003.JPG train_labels_sub\DJI_0418_s003.png
train_sub\DJI_0300_s004.JPG train_labels_sub\DJI_0300_s004.png
train_sub\DJI_0543_heda_s004.JPG train_labels_sub\DJI_0543_heda_s004.png
train_sub\DJI_0526_s001.JPG train_labels_sub\DJI_0526_s001.png
train_sub\DJI_0687_s010.JPG train_labels_sub\DJI_0687_s010.png
train_sub\DJI_0687_s001.JPG train_labels_sub\DJI_0687_s001.png
train_sub\DJI_0119_s008.JPG train_labels_sub\DJI_0119_s008.png
train_sub\DJI_0300_s008.JPG train_labels_sub\DJI_0300_s008.png
train_sub\000021_s005.JPG train_labels_sub\000021_s005.png
train_sub\000141_s008.JPG train_labels_sub\000141_s008.png
train_sub\001321_s011.JPG train_labels_sub\001321_s011.png
train_sub\DJI_0288_s012.JPG train_labels_sub\DJI_0288_s012.png
train_sub\DJI_0548_heda_s007.JPG train_labels_sub\DJI_0548_heda_s007.png
train_sub\001321_s005.JPG train_labels_sub\001321_s005.png
train_sub\DJI_0047_s007.JPG train_labels_sub\DJI_0047_s007.png
train_sub\000001_s012.JPG train_labels_sub\000001_s012.png
train_sub\DJI_0297_s007.JPG train_labels_sub\DJI_0297_s007.png
train_sub\DJI_0389_heda_s009.JPG train_labels_sub\DJI_0389_heda_s009.png
train_sub\001421_s005.JPG train_labels_sub\001421_s005.png
train_sub\DJI_0041_s008.JPG train_labels_sub\DJI_0041_s008.png
train_sub\DJI_0499_s001.JPG train_labels_sub\DJI_0499_s001.png
train_sub\001221_s003.JPG train_labels_sub\001221_s003.png
train_sub\DJI_0047_s012.JPG train_labels_sub\DJI_0047_s012.png
train_sub\DJI_00555_s012.JPG train_labels_sub\DJI_00555_s012.png
train_sub\DJI_0379_s002.JPG train_labels_sub\DJI_0379_s002.png
train_sub\DJI_00566_s006.JPG train_labels_sub\DJI_00566_s006.png
train_sub\0119_5img1011_s011.JPG train_labels_sub\0119_5img1011_s011.png
train_sub\000301_s011.JPG train_labels_sub\000301_s011.png
train_sub\0119_5img1011_s002.JPG train_labels_sub\0119_5img1011_s002.png
train_sub\DJI_0519_heda_s002.JPG train_labels_sub\DJI_0519_heda_s002.png
train_sub\001521_s011.JPG train_labels_sub\001521_s011.png
train_sub\DJI_0543_heda_s001.JPG train_labels_sub\DJI_0543_heda_s001.png
train_sub\DJI_0519_heda_s003.JPG train_labels_sub\DJI_0519_heda_s003.png
train_sub\DJI_0647_s002.JPG train_labels_sub\DJI_0647_s002.png
train_sub\0119_3img2041_s008.JPG train_labels_sub\0119_3img2041_s008.png
train_sub\DJI_0687_s005.JPG train_labels_sub\DJI_0687_s005.png
train_sub\DJI_0499_s003.JPG train_labels_sub\DJI_0499_s003.png
train_sub\DJI_0011_s010.JPG train_labels_sub\DJI_0011_s010.png
train_sub\DJI_0382_s010.JPG train_labels_sub\DJI_0382_s010.png
train_sub\000201_s001.JPG train_labels_sub\000201_s001.png
train_sub\DJI_0548_heda_s001.JPG train_labels_sub\DJI_0548_heda_s001.png
train_sub\DJI_0409_s011.JPG train_labels_sub\DJI_0409_s011.png
train_sub\DJI_0288_s010.JPG train_labels_sub\DJI_0288_s010.png
train_sub\000241_s010.JPG train_labels_sub\000241_s010.png
train_sub\DJI_0382_s009.JPG train_labels_sub\DJI_0382_s009.png
train_sub\DJI_0502_s008.JPG train_labels_sub\DJI_0502_s008.png
train_sub\DJI_0002_s002.JPG train_labels_sub\DJI_0002_s002.png
train_sub\0119_4img3031_s008.JPG train_labels_sub\0119_4img3031_s008.png
train_sub\DJI_0382_s004.JPG train_labels_sub\DJI_0382_s004.png
train_sub\001401_s004.JPG train_labels_sub\001401_s004.png
train_sub\DJI_0385_s010.JPG train_labels_sub\DJI_0385_s010.png
train_sub\000101_s001.JPG train_labels_sub\000101_s001.png
train_sub\DJI_00555_s005.JPG train_labels_sub\DJI_00555_s005.png
train_sub\DJI_0508_s012.JPG train_labels_sub\DJI_0508_s012.png
train_sub\DJI_00529_s003.JPG train_labels_sub\DJI_00529_s003.png
train_sub\001301_s003.JPG train_labels_sub\001301_s003.png
train_sub\0119_4img1011_s012.JPG train_labels_sub\0119_4img1011_s012.png
train_sub\DJI_0496_s005.JPG train_labels_sub\DJI_0496_s005.png
train_sub\DJI_0505_s001.JPG train_labels_sub\DJI_0505_s001.png
train_sub\DJI_0514_s010.JPG train_labels_sub\DJI_0514_s010.png
train_sub\001501_s010.JPG train_labels_sub\001501_s010.png
train_sub\DJI_00571_s003.JPG train_labels_sub\DJI_00571_s003.png
train_sub\DJI_00587_s010.JPG train_labels_sub\DJI_00587_s010.png
train_sub\DJI_00584_s007.JPG train_labels_sub\DJI_00584_s007.png
train_sub\DJI_0519_heda_s011.JPG train_labels_sub\DJI_0519_heda_s011.png
train_sub\DJI_0379_s012.JPG train_labels_sub\DJI_0379_s012.png
train_sub\DJI_0312_s006.JPG train_labels_sub\DJI_0312_s006.png
train_sub\DJI_0535_s002.JPG train_labels_sub\DJI_0535_s002.png
train_sub\DJI_00586_s009.JPG train_labels_sub\DJI_00586_s009.png
train_sub\DJI_0616_s005.JPG train_labels_sub\DJI_0616_s005.png
train_sub\DJI_00539_s012.JPG train_labels_sub\DJI_00539_s012.png
train_sub\000341_s005.JPG train_labels_sub\000341_s005.png
train_sub\DJI_0543_heda_s005.JPG train_labels_sub\DJI_0543_heda_s005.png
train_sub\DJI_0412_s012.JPG train_labels_sub\DJI_0412_s012.png
train_sub\000001_s002.JPG train_labels_sub\000001_s002.png
train_sub\DJI_0523_s002.JPG train_labels_sub\DJI_0523_s002.png
train_sub\DJI_0002_s012.JPG train_labels_sub\DJI_0002_s012.png
train_sub\DJI_0041_s001.JPG train_labels_sub\DJI_0041_s001.png
train_sub\DJI_0523_s004.JPG train_labels_sub\DJI_0523_s004.png
train_sub\DJI_0493_s012.JPG train_labels_sub\DJI_0493_s012.png
train_sub\DJI_0647_s005.JPG train_labels_sub\DJI_0647_s005.png
train_sub\0119_5img2001_s006.JPG train_labels_sub\0119_5img2001_s006.png
train_sub\DJI_0502_s002.JPG train_labels_sub\DJI_0502_s002.png
train_sub\DJI_0002_s011.JPG train_labels_sub\DJI_0002_s011.png
train_sub\DJI_0001_s010.JPG train_labels_sub\DJI_0001_s010.png
train_sub\DJI_0593_s008.JPG train_labels_sub\DJI_0593_s008.png
train_sub\DJI_0021_s008.JPG train_labels_sub\DJI_0021_s008.png
train_sub\DJI_00554_s005.JPG train_labels_sub\DJI_00554_s005.png
train_sub\DJI_0667_s012.JPG train_labels_sub\DJI_0667_s012.png
train_sub\0119_3img3041_s001.JPG train_labels_sub\0119_3img3041_s001.png
train_sub\000321_s008.JPG train_labels_sub\000321_s008.png
train_sub\DJI_0403_s005.JPG train_labels_sub\DJI_0403_s005.png
train_sub\DJI_0424_heda_s007.JPG train_labels_sub\DJI_0424_heda_s007.png
train_sub\DJI_0418_s007.JPG train_labels_sub\DJI_0418_s007.png
train_sub\DJI_0431_heda_s008.JPG train_labels_sub\DJI_0431_heda_s008.png
train_sub\001241_s010.JPG train_labels_sub\001241_s010.png
train_sub\000201_s008.JPG train_labels_sub\000201_s008.png
train_sub\0119_5img3021_s003.JPG train_labels_sub\0119_5img3021_s003.png
train_sub\DJI_0382_s008.JPG train_labels_sub\DJI_0382_s008.png
train_sub\DJI_00576_s009.JPG train_labels_sub\DJI_00576_s009.png
train_sub\001401_s010.JPG train_labels_sub\001401_s010.png
train_sub\DJI_0400_heda_s001.JPG train_labels_sub\DJI_0400_heda_s001.png
train_sub\DJI_0421_s002.JPG train_labels_sub\DJI_0421_s002.png
train_sub\0119_3img2021_s006.JPG train_labels_sub\0119_3img2021_s006.png
train_sub\000121_s001.JPG train_labels_sub\000121_s001.png
train_sub\DJI_0297_s005.JPG train_labels_sub\DJI_0297_s005.png
train_sub\000221_s007.JPG train_labels_sub\000221_s007.png
train_sub\DJI_0616_s012.JPG train_labels_sub\DJI_0616_s012.png
train_sub\000021_s008.JPG train_labels_sub\000021_s008.png
train_sub\001401_s008.JPG train_labels_sub\001401_s008.png
train_sub\001401_s009.JPG train_labels_sub\001401_s009.png
train_sub\DJI_0526_s006.JPG train_labels_sub\DJI_0526_s006.png
train_sub\DJI_0424_heda_s008.JPG train_labels_sub\DJI_0424_heda_s008.png
train_sub\DJI_0543_heda_s006.JPG train_labels_sub\DJI_0543_heda_s006.png
train_sub\DJI_0424_heda_s002.JPG train_labels_sub\DJI_0424_heda_s002.png
train_sub\DJI_00530_s011.JPG train_labels_sub\DJI_00530_s011.png
train_sub\DJI_00539_s001.JPG train_labels_sub\DJI_00539_s001.png
train_sub\DJI_0400_s009.JPG train_labels_sub\DJI_0400_s009.png
train_sub\001421_s010.JPG train_labels_sub\001421_s010.png
train_sub\DJI_0119_s007.JPG train_labels_sub\DJI_0119_s007.png
train_sub\DJI_00527_s007.JPG train_labels_sub\DJI_00527_s007.png
train_sub\DJI_0538_s012.JPG train_labels_sub\DJI_0538_s012.png
train_sub\001541_s009.JPG train_labels_sub\001541_s009.png
train_sub\001421_s004.JPG train_labels_sub\001421_s004.png
train_sub\DJI_0011_s004.JPG train_labels_sub\DJI_0011_s004.png
train_sub\DJI_0309_s011.JPG train_labels_sub\DJI_0309_s011.png
train_sub\0119_3img3041_s008.JPG train_labels_sub\0119_3img3041_s008.png
train_sub\DJI_00584_s012.JPG train_labels_sub\DJI_00584_s012.png
train_sub\0119_3img2041_s004.JPG train_labels_sub\0119_3img2041_s004.png
train_sub\DJI_00554_s007.JPG train_labels_sub\DJI_00554_s007.png
train_sub\DJI_00539_s011.JPG train_labels_sub\DJI_00539_s011.png
train_sub\001401_s001.JPG train_labels_sub\001401_s001.png
train_sub\001501_s008.JPG train_labels_sub\001501_s008.png
train_sub\DJI_0523_s001.JPG train_labels_sub\DJI_0523_s001.png
train_sub\DJI_0548_heda_s002.JPG train_labels_sub\DJI_0548_heda_s002.png
train_sub\DJI_0529_s011.JPG train_labels_sub\DJI_0529_s011.png
train_sub\DJI_0403_s012.JPG train_labels_sub\DJI_0403_s012.png
train_sub\000321_s010.JPG train_labels_sub\000321_s010.png
train_sub\0119_4img3031_s007.JPG train_labels_sub\0119_4img3031_s007.png
train_sub\DJI_00555_s009.JPG train_labels_sub\DJI_00555_s009.png
train_sub\DJI_00550_s005.JPG train_labels_sub\DJI_00550_s005.png
train_sub\DJI_0499_s004.JPG train_labels_sub\DJI_0499_s004.png
train_sub\000141_s003.JPG train_labels_sub\000141_s003.png
train_sub\DJI_0306_s005.JPG train_labels_sub\DJI_0306_s005.png
train_sub\DJI_00550_s006.JPG train_labels_sub\DJI_00550_s006.png
train_sub\000301_s010.JPG train_labels_sub\000301_s010.png
train_sub\DJI_0535_s005.JPG train_labels_sub\DJI_0535_s005.png
train_sub\DJI_0613_s005.JPG train_labels_sub\DJI_0613_s005.png
train_sub\DJI_0431_heda_s004.JPG train_labels_sub\DJI_0431_heda_s004.png
train_sub\DJI_0687_s006.JPG train_labels_sub\DJI_0687_s006.png
train_sub\001521_s006.JPG train_labels_sub\001521_s006.png
train_sub\DJI_0616_s010.JPG train_labels_sub\DJI_0616_s010.png
train_sub\0119_4img2031_s002.JPG train_labels_sub\0119_4img2031_s002.png
train_sub\DJI_0288_s002.JPG train_labels_sub\DJI_0288_s002.png
train_sub\DJI_0535_s006.JPG train_labels_sub\DJI_0535_s006.png
train_sub\DJI_0400_s012.JPG train_labels_sub\DJI_0400_s012.png
train_sub\DJI_0421_s010.JPG train_labels_sub\DJI_0421_s010.png
train_sub\0119_5img2001_s010.JPG train_labels_sub\0119_5img2001_s010.png
train_sub\001541_s008.JPG train_labels_sub\001541_s008.png
train_sub\0119_3img3021_s005.JPG train_labels_sub\0119_3img3021_s005.png
train_sub\0119_3img2041_s006.JPG train_labels_sub\0119_3img2041_s006.png
train_sub\DJI_0493_s002.JPG train_labels_sub\DJI_0493_s002.png
train_sub\DJI_0526_s008.JPG train_labels_sub\DJI_0526_s008.png
train_sub\DJI_0409_s002.JPG train_labels_sub\DJI_0409_s002.png
train_sub\DJI_0616_s011.JPG train_labels_sub\DJI_0616_s011.png
train_sub\001421_s012.JPG train_labels_sub\001421_s012.png
train_sub\DJI_0319_s001.JPG train_labels_sub\DJI_0319_s001.png
train_sub\000221_s010.JPG train_labels_sub\000221_s010.png
train_sub\DJI_0294_s007.JPG train_labels_sub\DJI_0294_s007.png
train_sub\000021_s004.JPG train_labels_sub\000021_s004.png
train_sub\DJI_00587_s011.JPG train_labels_sub\DJI_00587_s011.png
train_sub\000301_s006.JPG train_labels_sub\000301_s006.png
train_sub\DJI_0558_heda_s009.JPG train_labels_sub\DJI_0558_heda_s009.png
train_sub\001321_s004.JPG train_labels_sub\001321_s004.png
train_sub\001521_s010.JPG train_labels_sub\001521_s010.png
train_sub\0119_5img2011_s007.JPG train_labels_sub\0119_5img2011_s007.png
train_sub\001241_s008.JPG train_labels_sub\001241_s008.png
train_sub\DJI_0041_s003.JPG train_labels_sub\DJI_0041_s003.png
train_sub\DJI_0523_s010.JPG train_labels_sub\DJI_0523_s010.png
train_sub\DJI_0312_s010.JPG train_labels_sub\DJI_0312_s010.png
train_sub\001201_s012.JPG train_labels_sub\001201_s012.png
train_sub\0119_3img3021_s006.JPG train_labels_sub\0119_3img3021_s006.png
train_sub\DJI_0382_s002.JPG train_labels_sub\DJI_0382_s002.png
train_sub\DJI_00530_s001.JPG train_labels_sub\DJI_00530_s001.png
train_sub\DJI_0517_s006.JPG train_labels_sub\DJI_0517_s006.png
train_sub\DJI_0517_s011.JPG train_labels_sub\DJI_0517_s011.png
train_sub\DJI_0421_s001.JPG train_labels_sub\DJI_0421_s001.png
train_sub\0119_5img3021_s005.JPG train_labels_sub\0119_5img3021_s005.png
train_sub\DJI_0418_s004.JPG train_labels_sub\DJI_0418_s004.png
train_sub\001301_s004.JPG train_labels_sub\001301_s004.png
train_sub\0119_4img3031_s006.JPG train_labels_sub\0119_4img3031_s006.png
train_sub\DJI_0558_heda_s002.JPG train_labels_sub\DJI_0558_heda_s002.png
train_sub\DJI_0523_s011.JPG train_labels_sub\DJI_0523_s011.png
train_sub\001241_s003.JPG train_labels_sub\001241_s003.png
train_sub\DJI_0011_s011.JPG train_labels_sub\DJI_0011_s011.png
train_sub\001501_s009.JPG train_labels_sub\001501_s009.png
train_sub\DJI_00527_s011.JPG train_labels_sub\DJI_00527_s011.png
train_sub\DJI_0391_s010.JPG train_labels_sub\DJI_0391_s010.png
train_sub\DJI_0047_s008.JPG train_labels_sub\DJI_0047_s008.png
train_sub\DJI_0543_heda_s012.JPG train_labels_sub\DJI_0543_heda_s012.png
train_sub\001441_s003.JPG train_labels_sub\001441_s003.png
train_sub\000001_s005.JPG train_labels_sub\000001_s005.png
train_sub\DJI_0593_s005.JPG train_labels_sub\DJI_0593_s005.png
train_sub\DJI_0021_s010.JPG train_labels_sub\DJI_0021_s010.png
train_sub\DJI_0538_s010.JPG train_labels_sub\DJI_0538_s010.png
train_sub\DJI_00586_s007.JPG train_labels_sub\DJI_00586_s007.png
train_sub\DJI_0400_heda_s012.JPG train_labels_sub\DJI_0400_heda_s012.png
train_sub\001201_s007.JPG train_labels_sub\001201_s007.png
train_sub\DJI_0021_s006.JPG train_labels_sub\DJI_0021_s006.png
train_sub\DJI_00554_s011.JPG train_labels_sub\DJI_00554_s011.png
train_sub\001241_s012.JPG train_labels_sub\001241_s012.png
train_sub\0119_3img2011_s004.JPG train_labels_sub\0119_3img2011_s004.png
train_sub\000041_s005.JPG train_labels_sub\000041_s005.png
train_sub\DJI_0403_s003.JPG train_labels_sub\DJI_0403_s003.png
train_sub\DJI_0300_s012.JPG train_labels_sub\DJI_0300_s012.png
train_sub\DJI_0385_s011.JPG train_labels_sub\DJI_0385_s011.png
train_sub\DJI_0011_s005.JPG train_labels_sub\DJI_0011_s005.png
train_sub\DJI_00571_s009.JPG train_labels_sub\DJI_00571_s009.png
train_sub\0119_3img2021_s001.JPG train_labels_sub\0119_3img2021_s001.png
train_sub\DJI_0409_heda_s003.JPG train_labels_sub\DJI_0409_heda_s003.png
train_sub\DJI_0667_s002.JPG train_labels_sub\DJI_0667_s002.png
train_sub\DJI_0391_s007.JPG train_labels_sub\DJI_0391_s007.png
train_sub\0119_3img3021_s010.JPG train_labels_sub\0119_3img3021_s010.png
train_sub\0119_4img1011_s011.JPG train_labels_sub\0119_4img1011_s011.png
train_sub\000341_s009.JPG train_labels_sub\000341_s009.png
train_sub\0119_3img3041_s005.JPG train_labels_sub\0119_3img3041_s005.png
train_sub\DJI_0493_s008.JPG train_labels_sub\DJI_0493_s008.png
train_sub\0119_3img2021_s011.JPG train_labels_sub\0119_3img2021_s011.png
train_sub\DJI_0529_s009.JPG train_labels_sub\DJI_0529_s009.png
train_sub\DJI_0288_s011.JPG train_labels_sub\DJI_0288_s011.png
train_sub\001221_s009.JPG train_labels_sub\001221_s009.png
train_sub\001521_s004.JPG train_labels_sub\001521_s004.png
train_sub\DJI_0312_s012.JPG train_labels_sub\DJI_0312_s012.png
train_sub\DJI_0021_s012.JPG train_labels_sub\DJI_0021_s012.png
train_sub\001201_s006.JPG train_labels_sub\001201_s006.png
train_sub\DJI_0558_heda_s001.JPG train_labels_sub\DJI_0558_heda_s001.png
train_sub\DJI_0616_s006.JPG train_labels_sub\DJI_0616_s006.png
train_sub\001541_s004.JPG train_labels_sub\001541_s004.png
train_sub\0119_3img3021_s002.JPG train_labels_sub\0119_3img3021_s002.png
train_sub\DJI_0001_s012.JPG train_labels_sub\DJI_0001_s012.png
train_sub\DJI_00566_s010.JPG train_labels_sub\DJI_00566_s010.png
train_sub\DJI_0297_s012.JPG train_labels_sub\DJI_0297_s012.png
train_sub\000021_s010.JPG train_labels_sub\000021_s010.png
train_sub\000121_s004.JPG train_labels_sub\000121_s004.png
train_sub\001421_s011.JPG train_labels_sub\001421_s011.png
train_sub\DJI_0409_heda_s004.JPG train_labels_sub\DJI_0409_heda_s004.png
train_sub\DJI_0409_s004.JPG train_labels_sub\DJI_0409_s004.png
train_sub\DJI_00587_s003.JPG train_labels_sub\DJI_00587_s003.png
train_sub\DJI_0041_s005.JPG train_labels_sub\DJI_0041_s005.png
train_sub\DJI_0002_s008.JPG train_labels_sub\DJI_0002_s008.png
train_sub\DJI_00529_s006.JPG train_labels_sub\DJI_00529_s006.png
train_sub\000141_s001.JPG train_labels_sub\000141_s001.png
train_sub\DJI_0519_heda_s007.JPG train_labels_sub\DJI_0519_heda_s007.png
train_sub\DJI_0667_s001.JPG train_labels_sub\DJI_0667_s001.png
train_sub\DJI_0526_s010.JPG train_labels_sub\DJI_0526_s010.png
train_sub\DJI_0312_s007.JPG train_labels_sub\DJI_0312_s007.png
train_sub\DJI_0593_s010.JPG train_labels_sub\DJI_0593_s010.png
train_sub\0119_5img1011_s009.JPG train_labels_sub\0119_5img1011_s009.png
train_sub\DJI_00587_s002.JPG train_labels_sub\DJI_00587_s002.png
train_sub\0119_5img1011_s008.JPG train_labels_sub\0119_5img1011_s008.png
train_sub\0119_3img2011_s006.JPG train_labels_sub\0119_3img2011_s006.png
train_sub\000101_s003.JPG train_labels_sub\000101_s003.png
train_sub\0119_4img3031_s003.JPG train_labels_sub\0119_4img3031_s003.png
train_sub\DJI_0687_s011.JPG train_labels_sub\DJI_0687_s011.png
train_sub\0119_4img2031_s012.JPG train_labels_sub\0119_4img2031_s012.png
train_sub\0119_3img2021_s002.JPG train_labels_sub\0119_3img2021_s002.png
train_sub\DJI_00539_s004.JPG train_labels_sub\DJI_00539_s004.png
train_sub\DJI_0523_s006.JPG train_labels_sub\DJI_0523_s006.png
train_sub\000101_s004.JPG train_labels_sub\000101_s004.png
train_sub\DJI_00527_s012.JPG train_labels_sub\DJI_00527_s012.png
train_sub\DJI_00586_s002.JPG train_labels_sub\DJI_00586_s002.png
train_sub\DJI_00566_s005.JPG train_labels_sub\DJI_00566_s005.png
train_sub\DJI_0389_heda_s006.JPG train_labels_sub\DJI_0389_heda_s006.png
train_sub\000001_s011.JPG train_labels_sub\000001_s011.png
train_sub\001421_s008.JPG train_labels_sub\001421_s008.png
train_sub\DJI_0526_s009.JPG train_labels_sub\DJI_0526_s009.png
train_sub\000021_s002.JPG train_labels_sub\000021_s002.png
train_sub\001221_s005.JPG train_labels_sub\001221_s005.png
train_sub\DJI_00576_s012.JPG train_labels_sub\DJI_00576_s012.png
train_sub\DJI_0394_s007.JPG train_labels_sub\DJI_0394_s007.png
train_sub\DJI_0496_s011.JPG train_labels_sub\DJI_0496_s011.png
train_sub\DJI_0309_s006.JPG train_labels_sub\DJI_0309_s006.png
train_sub\DJI_0394_s009.JPG train_labels_sub\DJI_0394_s009.png
train_sub\001521_s008.JPG train_labels_sub\001521_s008.png
train_sub\DJI_0403_s002.JPG train_labels_sub\DJI_0403_s002.png
train_sub\DJI_0543_heda_s003.JPG train_labels_sub\DJI_0543_heda_s003.png
train_sub\DJI_0001_s004.JPG train_labels_sub\DJI_0001_s004.png
train_sub\0119_3img2021_s008.JPG train_labels_sub\0119_3img2021_s008.png
train_sub\DJI_0418_s012.JPG train_labels_sub\DJI_0418_s012.png
train_sub\DJI_00586_s003.JPG train_labels_sub\DJI_00586_s003.png
train_sub\DJI_0409_s003.JPG train_labels_sub\DJI_0409_s003.png
train_sub\DJI_0613_s010.JPG train_labels_sub\DJI_0613_s010.png
train_sub\0119_3img2011_s007.JPG train_labels_sub\0119_3img2011_s007.png
train_sub\0119_5img2011_s001.JPG train_labels_sub\0119_5img2011_s001.png
train_sub\DJI_0508_s002.JPG train_labels_sub\DJI_0508_s002.png
train_sub\001421_s003.JPG train_labels_sub\001421_s003.png
train_sub\0119_5img3021_s009.JPG train_labels_sub\0119_5img3021_s009.png
train_sub\DJI_0294_s012.JPG train_labels_sub\DJI_0294_s012.png
train_sub\DJI_0047_s011.JPG train_labels_sub\DJI_0047_s011.png
train_sub\DJI_0502_s010.JPG train_labels_sub\DJI_0502_s010.png
train_sub\0119_4img2031_s009.JPG train_labels_sub\0119_4img2031_s009.png
train_sub\000221_s011.JPG train_labels_sub\000221_s011.png
train_sub\000241_s002.JPG train_labels_sub\000241_s002.png
train_sub\DJI_00566_s009.JPG train_labels_sub\DJI_00566_s009.png
train_sub\001341_s005.JPG train_labels_sub\001341_s005.png
train_sub\DJI_0421_s005.JPG train_labels_sub\DJI_0421_s005.png
train_sub\DJI_0613_s011.JPG train_labels_sub\DJI_0613_s011.png
train_sub\DJI_00587_s012.JPG train_labels_sub\DJI_00587_s012.png
train_sub\DJI_0285_s001.JPG train_labels_sub\DJI_0285_s001.png
train_sub\DJI_0412_s011.JPG train_labels_sub\DJI_0412_s011.png
train_sub\DJI_0412_s002.JPG train_labels_sub\DJI_0412_s002.png
train_sub\DJI_0379_s001.JPG train_labels_sub\DJI_0379_s001.png
train_sub\000221_s009.JPG train_labels_sub\000221_s009.png
train_sub\000021_s012.JPG train_labels_sub\000021_s012.png
train_sub\DJI_0505_s005.JPG train_labels_sub\DJI_0505_s005.png
train_sub\DJI_00530_s005.JPG train_labels_sub\DJI_00530_s005.png
train_sub\DJI_00539_s002.JPG train_labels_sub\DJI_00539_s002.png
train_sub\DJI_0400_heda_s006.JPG train_labels_sub\DJI_0400_heda_s006.png
train_sub\DJI_0687_s012.JPG train_labels_sub\DJI_0687_s012.png
train_sub\0119_3img2011_s005.JPG train_labels_sub\0119_3img2011_s005.png
train_sub\001321_s009.JPG train_labels_sub\001321_s009.png
train_sub\DJI_0529_s005.JPG train_labels_sub\DJI_0529_s005.png
train_sub\000301_s002.JPG train_labels_sub\000301_s002.png
train_sub\DJI_00576_s001.JPG train_labels_sub\DJI_00576_s001.png
train_sub\DJI_0543_heda_s008.JPG train_labels_sub\DJI_0543_heda_s008.png
train_sub\001341_s012.JPG train_labels_sub\001341_s012.png
train_sub\000021_s006.JPG train_labels_sub\000021_s006.png
train_sub\DJI_00584_s008.JPG train_labels_sub\DJI_00584_s008.png
train_sub\0119_5img3021_s002.JPG train_labels_sub\0119_5img3021_s002.png
train_sub\DJI_0514_s008.JPG train_labels_sub\DJI_0514_s008.png
train_sub\DJI_0400_s008.JPG train_labels_sub\DJI_0400_s008.png
train_sub\001401_s003.JPG train_labels_sub\001401_s003.png
train_sub\DJI_0379_s008.JPG train_labels_sub\DJI_0379_s008.png
train_sub\DJI_00550_s012.JPG train_labels_sub\DJI_00550_s012.png
train_sub\DJI_0041_s012.JPG train_labels_sub\DJI_0041_s012.png
train_sub\001241_s006.JPG train_labels_sub\001241_s006.png
train_sub\DJI_0526_s002.JPG train_labels_sub\DJI_0526_s002.png
train_sub\000201_s007.JPG train_labels_sub\000201_s007.png
train_sub\DJI_0312_s008.JPG train_labels_sub\DJI_0312_s008.png
train_sub\DJI_0517_s012.JPG train_labels_sub\DJI_0517_s012.png
train_sub\DJI_0529_s007.JPG train_labels_sub\DJI_0529_s007.png
train_sub\000201_s012.JPG train_labels_sub\000201_s012.png
train_sub\DJI_0548_heda_s011.JPG train_labels_sub\DJI_0548_heda_s011.png
train_sub\DJI_0508_s010.JPG train_labels_sub\DJI_0508_s010.png
train_sub\DJI_0687_s009.JPG train_labels_sub\DJI_0687_s009.png
train_sub\DJI_0526_s003.JPG train_labels_sub\DJI_0526_s003.png
train_sub\001501_s011.JPG train_labels_sub\001501_s011.png
train_sub\DJI_0021_s009.JPG train_labels_sub\DJI_0021_s009.png
train_sub\DJI_0424_heda_s003.JPG train_labels_sub\DJI_0424_heda_s003.png
train_sub\001421_s002.JPG train_labels_sub\001421_s002.png
train_sub\000141_s006.JPG train_labels_sub\000141_s006.png
train_sub\DJI_0400_heda_s004.JPG train_labels_sub\DJI_0400_heda_s004.png
train_sub\DJI_0526_s011.JPG train_labels_sub\DJI_0526_s011.png
train_sub\000001_s004.JPG train_labels_sub\000001_s004.png
